# OpenSignals Text File Format. Version 1
# {"EC:1B:BD:62:D1:5E": {"position": 0, "device": "bitalino_rev", "device name": "EC:1B:BD:62:D1:5E", "device connection": "BTHEC:1B:BD:62:D1:5E", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-1-9", "time": "11:55:1.59", "channels": [1, 2], "sensor": ["EGGBIT", "EEGBITREV"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	849	451	
1	0	0	0	0	849	254	
2	0	0	0	0	849	282	
3	0	0	0	0	849	293	
4	0	0	0	0	849	462	
5	0	0	0	0	849	414	
6	0	0	0	0	849	526	
7	0	0	0	0	849	219	
8	0	0	0	0	849	240	
9	0	0	0	0	849	270	
10	0	0	0	0	849	58	
11	0	0	0	0	850	0	
12	0	0	0	0	850	103	
13	0	0	0	0	850	345	
14	0	0	0	0	850	568	
15	0	0	0	0	851	731	
0	0	0	0	0	851	1018	
1	0	0	0	0	851	1008	
2	0	0	0	0	851	1018	
3	0	0	0	0	851	1018	
4	0	0	0	0	851	1018	
5	0	0	0	0	851	948	
6	0	0	0	0	851	906	
7	0	0	0	0	851	627	
8	0	0	0	0	851	381	
9	0	0	0	0	851	386	
10	0	0	0	0	851	318	
11	0	0	0	0	851	160	
12	0	0	0	0	851	147	
13	0	0	0	0	851	216	
14	0	0	0	0	851	191	
15	0	0	0	0	851	296	
0	0	0	0	0	852	426	
1	0	0	0	0	851	532	
2	0	0	0	0	852	506	
3	0	0	0	0	852	447	
4	0	0	0	0	852	463	
5	0	0	0	0	853	433	
6	0	0	0	0	853	494	
7	0	0	0	0	854	462	
8	0	0	0	0	854	424	
9	0	0	0	0	854	311	
10	0	0	0	0	855	335	
11	0	0	0	0	855	129	
12	0	0	0	0	855	138	
13	0	0	0	0	856	41	
14	0	0	0	0	856	0	
15	0	0	0	0	856	0	
0	0	0	0	0	857	0	
1	0	0	0	0	857	0	
2	0	0	0	0	858	0	
3	0	0	0	0	858	0	
4	0	0	0	0	859	0	
5	0	0	0	0	860	54	
6	0	0	0	0	860	47	
7	0	0	0	0	861	105	
8	0	0	0	0	860	269	
9	0	0	0	0	861	611	
10	0	0	0	0	862	873	
11	0	0	0	0	863	1018	
12	0	0	0	0	863	1018	
13	0	0	0	0	864	1019	
14	0	0	0	0	864	881	
15	0	0	0	0	865	752	
0	0	0	0	0	865	846	
1	0	0	0	0	866	1018	
2	0	0	0	0	866	1019	
3	0	0	0	0	867	1019	
4	0	0	0	0	867	1019	
5	0	0	0	0	867	1019	
6	0	0	0	0	868	1019	
7	0	0	0	0	868	916	
8	0	0	0	0	868	509	
9	0	0	0	0	869	34	
10	0	0	0	0	869	0	
11	0	0	0	0	869	0	
12	0	0	0	0	869	0	
13	0	0	0	0	869	0	
14	0	0	0	0	869	0	
15	0	0	0	0	869	0	
0	0	0	0	0	869	0	
1	0	0	0	0	869	0	
2	0	0	0	0	869	0	
3	0	0	0	0	870	95	
4	0	0	0	0	870	333	
5	0	0	0	0	870	374	
6	0	0	0	0	870	280	
7	0	0	0	0	870	0	
8	0	0	0	0	870	0	
9	0	0	0	0	870	519	
10	0	0	0	0	871	1018	
11	0	0	0	0	871	1019	
