# OpenSignals Text File Format. Version 1
# {"EC:1B:BD:62:D1:5E": {"position": 0, "device": "bitalino_rev", "device name": "EC:1B:BD:62:D1:5E", "device connection": "BTHEC:1B:BD:62:D1:5E", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-12-13", "time": "10:4:38.440", "channels": [1, 2], "sensor": ["EGGBIT", "EEGBITREV"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	381	434	
1	0	0	0	0	381	603	
2	0	0	0	0	382	412	
3	0	0	0	0	382	537	
4	0	0	0	0	382	448	
5	0	0	0	0	382	571	
6	0	0	0	0	383	262	
7	0	0	0	0	383	447	
8	0	0	0	0	384	409	
9	0	0	0	0	384	487	
10	0	0	0	0	385	427	
11	0	0	0	0	385	712	
12	0	0	0	0	385	417	
13	0	0	0	0	386	333	
14	0	0	0	0	386	490	
15	0	0	0	0	387	433	
0	0	0	0	0	387	570	
1	0	0	0	0	387	660	
2	0	0	0	0	388	485	
3	0	0	0	0	388	524	
4	0	0	0	0	388	586	
5	0	0	0	0	389	584	
6	0	0	0	0	390	493	
7	0	0	0	0	390	615	
8	0	0	0	0	390	489	
9	0	0	0	0	391	469	
10	0	0	0	0	391	483	
11	0	0	0	0	391	483	
12	0	0	0	0	392	527	
13	0	0	0	0	392	528	
14	0	0	0	0	393	583	
15	0	0	0	0	393	477	
0	0	0	0	0	394	378	
1	0	0	0	0	394	529	
2	0	0	0	0	395	609	
3	0	0	0	0	395	312	
4	0	0	0	0	395	334	
5	0	0	0	0	396	447	
6	0	0	0	0	396	297	
7	0	0	0	0	396	395	
8	0	0	0	0	396	505	
9	0	0	0	0	397	393	
10	0	0	0	0	397	617	
11	0	0	0	0	397	440	
12	0	0	0	0	398	262	
13	0	0	0	0	398	371	
14	0	0	0	0	398	404	
15	0	0	0	0	399	290	
0	0	0	0	0	399	291	
1	0	0	0	0	399	579	
2	0	0	0	0	399	398	
3	0	0	0	0	399	382	
4	0	0	0	0	400	490	
5	0	0	0	0	400	388	
6	0	0	0	0	400	595	
7	0	0	0	0	400	442	
8	0	0	0	0	400	426	
9	0	0	0	0	401	475	
10	0	0	0	0	401	455	
11	0	0	0	0	401	395	
12	0	0	0	0	401	549	
13	0	0	0	0	401	482	
14	0	0	0	0	401	505	
15	0	0	0	0	401	498	
0	0	0	0	0	401	768	
1	0	0	0	0	401	410	
2	0	0	0	0	401	550	
3	0	0	0	0	401	553	
4	0	0	0	0	401	691	
5	0	0	0	0	401	528	
6	0	0	0	0	401	529	
7	0	0	0	0	401	846	
8	0	0	0	0	400	454	
9	0	0	0	0	400	474	
10	0	0	0	0	400	721	
11	0	0	0	0	400	287	
12	0	0	0	0	400	485	
13	0	0	0	0	400	778	
14	0	0	0	0	400	241	
15	0	0	0	0	400	751	
0	0	0	0	0	400	402	
1	0	0	0	0	400	464	
2	0	0	0	0	400	542	
3	0	0	0	0	400	496	
4	0	0	0	0	399	561	
5	0	0	0	0	399	882	
6	0	0	0	0	399	361	
7	0	0	0	0	399	573	
8	0	0	0	0	399	513	
9	0	0	0	0	399	552	
10	0	0	0	0	400	465	
11	0	0	0	0	399	531	
12	0	0	0	0	399	826	
13	0	0	0	0	399	486	
14	0	0	0	0	399	736	
15	0	0	0	0	399	739	
0	0	0	0	0	399	444	
1	0	0	0	0	399	526	
2	0	0	0	0	399	607	
3	0	0	0	0	399	720	
4	0	0	0	0	399	730	
5	0	0	0	0	399	716	
6	0	0	0	0	399	484	
7	0	0	0	0	398	560	
8	0	0	0	0	398	472	
9	0	0	0	0	398	742	
10	0	0	0	0	398	471	
11	0	0	0	0	398	600	
12	0	0	0	0	398	656	
13	0	0	0	0	398	467	
14	0	0	0	0	398	507	
15	0	0	0	0	398	523	
0	0	0	0	0	397	302	
1	0	0	0	0	397	565	
2	0	0	0	0	398	451	
3	0	0	0	0	397	387	
4	0	0	0	0	397	542	
5	0	0	0	0	397	383	
6	0	0	0	0	396	483	
7	0	0	0	0	396	465	
8	0	0	0	0	396	331	
9	0	0	0	0	396	347	
10	0	0	0	0	396	450	
11	0	0	0	0	395	438	
12	0	0	0	0	394	479	
13	0	0	0	0	394	446	
14	0	0	0	0	394	598	
15	0	0	0	0	393	369	
0	0	0	0	0	393	652	
1	0	0	0	0	392	335	
2	0	0	0	0	392	588	
3	0	0	0	0	391	0	
4	0	0	0	0	391	0	
5	0	0	0	0	391	0	
6	0	0	0	0	391	126	
7	0	0	0	0	390	204	
8	0	0	0	0	390	504	
9	0	0	0	0	390	870	
10	0	0	0	0	389	108	
11	0	0	0	0	389	168	
12	0	0	0	0	388	376	
13	0	0	0	0	388	694	
14	0	0	0	0	388	491	
15	0	0	0	0	388	527	
0	0	0	0	0	387	768	
1	0	0	0	0	387	398	
2	0	0	0	0	387	679	
3	0	0	0	0	387	640	
4	0	0	0	0	387	698	
5	0	0	0	0	386	611	
6	0	0	0	0	386	705	
7	0	0	0	0	386	1002	
8	0	0	0	0	386	666	
9	0	0	0	0	385	564	
10	0	0	0	0	386	723	
11	0	0	0	0	385	802	
12	0	0	0	0	385	481	
13	0	0	0	0	384	578	
14	0	0	0	0	385	704	
15	0	0	0	0	384	695	
0	0	0	0	0	384	606	
1	0	0	0	0	384	678	
2	0	0	0	0	384	339	
3	0	0	0	0	384	472	
4	0	0	0	0	384	720	
5	0	0	0	0	383	705	
6	0	0	0	0	384	763	
7	0	0	0	0	383	602	
8	0	0	0	0	382	588	
9	0	0	0	0	383	582	
10	0	0	0	0	383	609	
11	0	0	0	0	383	855	
12	0	0	0	0	382	605	
13	0	0	0	0	382	608	
14	0	0	0	0	382	515	
15	0	0	0	0	381	567	
0	0	0	0	0	381	593	
1	0	0	0	0	381	608	
2	0	0	0	0	381	536	
3	0	0	0	0	380	507	
4	0	0	0	0	380	781	
5	0	0	0	0	380	423	
6	0	0	0	0	380	338	
7	0	0	0	0	379	583	
8	0	0	0	0	378	603	
9	0	0	0	0	378	420	
10	0	0	0	0	378	486	
11	0	0	0	0	377	728	
12	0	0	0	0	376	440	
13	0	0	0	0	376	510	
14	0	0	0	0	376	574	
15	0	0	0	0	375	366	
0	0	0	0	0	374	420	
1	0	0	0	0	374	427	
2	0	0	0	0	374	457	
3	0	0	0	0	373	593	
4	0	0	0	0	373	611	
5	0	0	0	0	372	440	
6	0	0	0	0	372	318	
7	0	0	0	0	371	392	
8	0	0	0	0	371	413	
9	0	0	0	0	370	444	
